Date,home,away,Home Score,Away Score,result,Tries scored H,Tries scored A,Neutral venue,Crowds
27/10/2001,Cardiff Blues,Glasgow,46,7,Home,,,0,1
27/10/2001,Edinburgh,Bath,6,37,Away,,,0,1
27/10/2001,Northampton,Montferrand,15,21,Away,,,0,1
27/10/2001,Perpignan,Leicester,30,31,Away,,,0,1
27/10/2001,Stade Francais,Ulster,40,11,Home,,,0,1
27/10/2001,Swansea,Biarritz,15,10,Home,,,0,1
28/10/2001,Calvisano,Scarlets,13,31,Away,,,0,1
28/10/2001,Harlequins,Castres,17,39,Away,,,0,1
28/10/2001,Toulouse,Newcastle,33,13,Home,,,0,1
28/10/2001,Wasps,Treviso,29,24,Home,,,0,1
02/11/2001,Newport,Leinster,21,26,Away,,,0,1
02/11/2001,Ulster,Stade Francais,19,16,Home,,,0,1
03/11/2001,Bath,Edinburgh,17,10,Home,,,0,1
03/11/2001,Biarritz,Swansea,24,15,Home,,,0,1
03/11/2001,Castres,Harlequins,24,18,Home,,,0,1
03/11/2001,Leicester,Perpignan,54,15,Home,,,0,1
03/11/2001,Montferrand,Northampton,50,17,Home,,,0,1
03/11/2001,Munster,Bridgend,40,6,Home,,,0,1
03/11/2001,Newcastle,Toulouse,42,9,Home,,,0,1
03/11/2001,Scarlets,Calvisano,93,14,Home,,,0,1
03/11/2001,Treviso,Wasps,32,17,Home,,,0,1
04/11/2001,Glasgow,Cardiff Blues,47,32,Home,,,0,1
04/01/2002,Glasgow,Northampton,31,27,Home,,,0,1
04/01/2002,Perpignan,Scarlets,42,10,Home,,,0,1
05/01/2002,Biarritz,Edinburgh,45,14,Home,,,0,1
05/01/2002,Bridgend,Castres,26,37,Away,,,0,1
05/01/2002,Cardiff Blues,Montferrand,26,20,Home,,,0,1
05/01/2002,Leicester,Calvisano,29,7,Home,,,0,1
05/01/2002,Munster,Harlequins,51,17,Home,,,0,1
05/01/2002,Swansea,Bath,12,24,Away,,,0,1
05/01/2002,Toulouse,Newport,36,23,Home,,,0,1
05/01/2002,Treviso,Stade Francais,6,59,Away,,,0,1
06/01/2002,Wasps,Ulster,36,32,Home,,,0,1
08/01/2002,Newcastle,Leinster,15,17,Away,,,0,1
11/01/2002,Edinburgh,Swansea,30,20,Home,,,0,1
11/01/2002,Newport,Newcastle,53,17,Home,,,0,1
11/01/2002,Ulster,Treviso,59,3,Home,,,0,1
12/01/2002,Bath,Biarritz,31,13,Home,,,0,1
12/01/2002,Calvisano,Perpignan,18,33,Away,,,0,1
12/01/2002,Castres,Munster,21,13,Home,,,0,1
12/01/2002,Harlequins,Bridgend,29,25,Home,,,0,1
12/01/2002,Northampton,Cardiff Blues,26,15,Home,,,0,1
12/01/2002,Scarlets,Leicester,24,12,Home,,,0,1
12/01/2002,Stade Francais,Wasps,31,0,Home,,,0,1
13/01/2002,Montferrand,Glasgow,44,13,Home,,,0,1
13/01/2002,Toulouse,Leinster,43,7,Home,,,0,1
26/01/2002,Bath,Scarlets,10,27,Away,,,0,1
26/01/2002,Castres,Montferrand,22,21,Home,,,0,1
26/01/2002,Stade Francais,Munster,14,16,Away,,,0,1
27/01/2002,Leicester,Leinster,29,18,Home,,,0,1
27/04/2002,Castres,Munster,17,25,Away,,,0,1
28/04/2002,Leicester,Scarlets,13,12,Home,,,0,1
25/05/2002,Leicester,Munster,15,9,Home,,,0,1
11/10/2002,Edinburgh,Newport,27,17,Home,,,0,1
11/10/2002,Leinster,Bristol,29,23,Home,,,0,1
11/10/2002,Neath,Leicester,16,16,Draw,,,0,1
11/10/2002,Sale Sharks,Bourgoin,18,24,Away,,,0,1
12/10/2002,Calvisano,Beziers,16,32,Away,,,0,1
12/10/2002,Cardiff Blues,Biarritz,15,26,Away,,,0,1
12/10/2002,Gloucester,Munster,35,16,Home,,,0,1
12/10/2002,Montferrand,Swansea,47,12,Home,,,0,1
12/10/2002,Perpignan,Viadana,46,27,Home,,,0,1
12/10/2002,Scarlets,Glasgow,45,15,Home,,,0,1
12/10/2002,Toulouse,London Irish,28,23,Home,,,0,1
13/10/2002,Northampton,Ulster,32,9,Home,,,0,1
14/10/2002,Viadana,Munster,22,25,Away,,,0,1
18/10/2002,Bourgoin,Scarlets,54,38,Home,,,0,1
18/10/2002,Glasgow,Sale Sharks,26,14,Home,,,0,1
18/10/2002,Newport,Toulouse,19,34,Away,,,0,1
18/10/2002,Ulster,Cardiff Blues,25,6,Home,,,0,1
18/10/2002,Viadana,Gloucester,28,80,Away,,,0,1
19/10/2002,Beziers,Neath,21,16,Home,,,0,1
19/10/2002,Biarritz,Northampton,23,20,Home,,,0,1
19/10/2002,Bristol,Montferrand,24,19,Home,,,0,1
19/10/2002,Leicester,Calvisano,63,0,Home,,,0,1
19/10/2002,Munster,Perpignan,30,21,Home,,,0,1
19/10/2002,Swansea,Leinster,10,51,Away,,,0,1
20/10/2002,London Irish,Edinburgh,24,8,Home,,,0,1
06/12/2002,Edinburgh,Toulouse,9,30,Away,,,0,1
06/12/2002,Munster,Viadana,64,0,Home,,,0,1
06/12/2002,Sale Sharks,Scarlets,19,30,Away,,,0,1
06/12/2002,Ulster,Biarritz,13,9,Home,,,0,1
07/12/2002,Calvisano,Neath,38,29,Home,,,0,1
07/12/2002,Montferrand,Leinster,20,23,Away,,,0,1
07/12/2002,Newport,London Irish,16,12,Home,,,0,1
07/12/2002,Northampton,Cardiff Blues,25,11,Home,,,0,1
07/12/2002,Swansea,Bristol,26,19,Home,,,0,1
08/12/2002,Beziers,Leicester,12,24,Away,,,0,1
08/12/2002,Bourgoin,Glasgow,35,21,Home,,,0,1
08/12/2002,Gloucester,Perpignan,33,16,Home,,,0,1
13/12/2002,Glasgow,Bourgoin,13,12,Home,,,0,1
13/12/2002,Leinster,Montferrand,12,9,Home,,,0,1
13/12/2002,Scarlets,Sale Sharks,17,12,Home,,,0,1
14/12/2002,Biarritz,Ulster,25,20,Home,,,0,1
14/12/2002,Leicester,Beziers,53,10,Home,,,0,1
14/12/2002,Neath,Calvisano,56,10,Home,,,0,1
14/12/2002,Perpignan,Gloucester,31,23,Home,,,0,1
14/12/2002,Toulouse,Edinburgh,50,17,Home,,,0,1
15/12/2002,Bristol,Swansea,41,23,Home,,,0,1
15/12/2002,Cardiff Blues,Northampton,0,31,Away,,,0,1
15/12/2002,London Irish,Newport,42,5,Home,,,0,1
10/01/2003,Edinburgh,London Irish,32,25,Home,,,0,1
10/01/2003,Leinster,Swansea,48,19,Home,,,0,1
10/01/2003,Sale Sharks,Glasgow,45,3,Home,,,0,1
10/01/2003,Scarlets,Bourgoin,37,22,Home,,,0,1
11/01/2003,Calvisano,Leicester,22,40,Away,,,0,1
11/01/2003,Cardiff Blues,Ulster,21,33,Away,,,0,1
11/01/2003,Gloucester,Viadana,64,16,Home,,,0,1
11/01/2003,Northampton,Biarritz,17,14,Home,,,0,1
11/01/2003,Perpignan,Munster,23,8,Home,,,0,1
11/01/2003,Toulouse,Newport,70,18,Home,,,0,1
12/01/2003,Montferrand,Bristol,22,30,Away,,,0,1
13/01/2003,Neath,Beziers,23,18,Home,,,0,1
17/01/2003,Glasgow,Scarlets,8,34,Away,,,0,1
17/01/2003,Ulster,Northampton,16,13,Home,,,0,1
18/01/2003,Beziers,Calvisano,16,19,Away,,,0,1
18/01/2003,Biarritz,Cardiff Blues,75,25,Home,,,0,1
18/01/2003,Burgoin,Sale Sharks,43,15,Home,,,0,1
18/01/2003,Leicester,Neath,36,11,Home,,,0,1
18/01/2003,Munster,Gloucester,33,6,Home,,,0,1
18/01/2003,Newport,Edinburgh,42,32,Home,,,0,1
18/01/2003,Swansea,Montferrand,19,24,Away,,,0,1
18/01/2003,Viadana,Perpignan,35,39,Away,,,0,1
19/01/2003,Bristol,Leinster,12,25,Away,,,0,1
19/01/2003,London Irish,Toulouse,32,29,Home,,,0,1
12/04/2003,Leinster,Biarritz,18,13,Home,,,0,1
12/04/2003,Toulouse,Northampton,32,16,Home,,,0,1
13/04/2003,Leicester,Munster,7,20,Away,,,0,1
16/04/2003,Scarlets,Perpignan,19,26,Away,,,0,1
26/04/2003,Toulouse,Munster,13,12,Home,,,0,1
27/04/2003,Leinster,Perpignan,14,21,Away,,,0,1
24/05/2003,Toulouse,Perpignan,22,17,Home,,,0,1
05/12/2003,Celtic Warriors,Calvisano,34,25,Home,,,0,1
05/12/2003,Scarlets,Northampton,14,9,Home,,,0,1
05/12/2003,Stade Francais,Leicester,26,15,Home,,,0,1
06/12/2003,Agen,Borders,27,8,Home,,,0,1
06/12/2003,Bourgoin,Munster,17,18,Away,,,0,1
06/12/2003,Leinster,Biarritz,32,6,Home,,,0,1
06/12/2003,Sale Sharks,Cardiff Blues,26,24,Home,,,0,1
06/12/2003,Treviso,Gloucester,12,33,Away,,,0,1
07/12/2003,Dragons,Ulster,24,15,Home,,,0,1
07/12/2003,Edinburgh,Toulouse,23,16,Home,,,0,1
07/12/2003,Leeds Tykes,Ospreys,29,20,Home,,,0,1
07/12/2003,Wasps,Perpignan,28,7,Home,,,0,1
12/12/2003,Cardiff Blues,Leinster,19,24,Away,,,0,1
12/12/2003,Ospreys,Edinburgh,16,32,Away,,,0,1
12/12/2003,Toulouse,Leeds Tykes,19,3,Home,,,0,1
12/12/2003,Ulster,Stade Francais,22,20,Home,,,0,1
13/12/2003,Biarritz,Sale Sharks,31,3,Home,,,0,1
13/12/2003,Calvisano,Wasps,33,52,Away,,,0,1
13/12/2003,Gloucester,Bourgoin,49,13,Home,,,0,1
13/12/2003,Munster,Treviso,51,0,Home,,,0,1
13/12/2003,Northampton,Agen,25,10,Home,,,0,1
13/12/2003,Perpignan,Celtic Warriors,26,19,Home,,,0,1
14/12/2003,Borders,Scarlets,10,41,Away,,,0,1
14/12/2003,Leicester,Dragons,34,3,Home,,,0,1
09/01/2004,Edinburgh,Leeds Tykes,19,9,Home,,,0,1
09/01/2004,Leinster,Sale Sharks,22,23,Away,,,0,1
09/01/2004,Scarlets,Agen,19,15,Home,,,0,1
10/01/2004,Biarritz,Cardiff Blues,35,20,Home,,,0,1
10/01/2004,Dragons,Stade Francais,20,12,Home,,,0,1
10/01/2004,Gloucester,Munster,22,11,Home,,,0,1
10/01/2004,Northampton,Borders,20,3,Home,,,0,1
10/01/2004,Perpignan,Calvisano,48,7,Home,,,0,1
10/01/2004,Toulouse,Ospreys,29,6,Home,,,0,1
10/01/2004,Treviso,Bourgoin,42,33,Home,,,0,1
11/01/2004,Ulster,Leicester,33,0,Home,,,0,1
11/01/2004,Wasps,Celtic Warriors,9,14,Away,,,0,1
16/01/2004,Borders,Northampton,3,39,Away,,,0,1
16/01/2004,Celtic Warriors,Wasps,12,17,Away,,,0,1
16/01/2004,Ospreys,Toulouse,11,29,Away,,,0,1
17/01/2004,Agen,Scarlets,22,15,Home,,,0,1
17/01/2004,Calvisano,Perpignan,11,17,Away,,,0,1
17/01/2004,Cardiff Blues,Biarritz,21,20,Home,,,0,1
17/01/2004,Leicester,Ulster,49,7,Home,,,0,1
17/01/2004,Munster,Gloucester,35,14,Home,,,0,1
18/01/2004,Bourgoin,Treviso,35,19,Home,,,0,1
18/01/2004,Leeds Tykes,Edinburgh,0,23,Away,,,0,1
18/01/2004,Sale Sharks,Leinster,16,23,Away,,,0,1
18/01/2004,Stade Francais,Dragons,37,0,Home,,,0,1
21/01/2004,Bourgoin,Gloucester,18,37,Away,,,0,1
23/01/2004,Agen,Northampton,6,19,Away,,,0,1
23/01/2004,Celtic Warriors,Perpignan,16,15,Home,,,0,1
23/01/2004,Edinburgh,Ospreys,33,15,Home,,,0,1
23/01/2004,Leinster,Cardiff Blues,20,17,Home,,,0,1
24/01/2004,Dragons,Leicester,20,26,Away,,,0,1
24/01/2004,Scarlets,Borders,53,7,Home,,,0,1
24/01/2004,Stade Francais,Ulster,13,10,Home,,,0,1
24/01/2004,Treviso,Munster,20,31,Away,,,0,1
25/01/2004,Leeds Tykes,Toulouse,22,31,Away,,,0,1
25/01/2004,Sale Sharks,Biarritz,0,15,Away,,,0,1
25/01/2004,Wasps,Calvisano,46,13,Home,,,0,1
30/01/2004,Leicester,Stade Francais,13,26,Away,,,0,1
30/01/2004,Ulster,Dragons,22,0,Home,,,0,1
31/01/2004,Biarritz,Leinster,32,21,Home,,,0,1
31/01/2004,Cardiff Blues,Sale Sharks,22,7,Home,,,0,1
31/01/2004,Gloucester,Treviso,42,11,Home,,,0,1
31/01/2004,Munster,Bourgoin,26,3,Home,,,0,1
31/01/2004,Ospreys,Leeds Tykes,10,3,Home,,,0,1
31/01/2004,Toulouse,Edinburgh,33,0,Home,,,0,1
01/02/2004,Borders,Agen,8,3,Home,,,0,1
01/02/2004,Calvisano,Celtic Warriors,26,28,Away,,,0,1
01/02/2004,Northampton,Scarlets,9,18,Away,,,0,1
01/02/2004,Perpignan,Wasps,6,34,Away,,,0,1
04/04/2004,Scarlets,Biarritz,10,27,Away,,,0,1
10/04/2004,Munster,Stade Francais,37,32,Home,,,0,1
10/04/2004,Toulouse,Edinburgh,36,10,Home,,,0,1
11/04/2004,Wasps,Gloucester,34,3,Home,,,0,1
24/04/2004,Toulouse,Biarritz,19,11,Home,,,0,1
25/04/2004,Munster,Wasps,32,37,Away,,,0,1
23/05/2004,Wasps,Toulouse,27,20,Home,,,0,1
22/10/2004,Perpignan,Edinburgh,23,0,Home,,,0,1
22/10/2004,Scarlets,Toulouse,6,9,Away,,,0,1
22/10/2004,Ulster,Cardiff Blues,21,16,Home,,,0,1
23/10/2004,Castres,Ospreys,38,17,Home,,,0,1
23/10/2004,Dragons,Newcastle,6,10,Away,,,0,1
23/10/2004,Leicester,Calvisano,37,6,Home,,,0,1
23/10/2004,Munster,Harlequins,15,9,Home,,,0,1
23/10/2004,Stade Francais,Gloucester,39,31,Home,,,0,1
23/10/2004,Treviso,Leinster,9,25,Away,,,0,1
24/10/2004,Glasgow,Northampton,9,13,Away,,,0,1
24/10/2004,Wasps,Biarritz,25,12,Home,,,0,1
26/10/2004,Bath,Bourgoin,22,12,Home,,,0,1
29/10/2004,Bourgoin,Treviso,0,34,Away,,,0,1
29/10/2004,Cardiff Blues,Stade Francais,15,38,Away,,,0,1
29/10/2004,Toulouse,Glasgow,43,17,Home,,,0,1
30/10/2004,Biarritz,Leicester,23,8,Home,,,0,1
30/10/2004,Calvisano,Wasps,22,31,Away,,,0,1
30/10/2004,Gloucester,Ulster,55,13,Home,,,0,1
30/10/2004,Harlequins,Castres,23,23,Draw,,,0,1
30/10/2004,Leinster,Bath,30,11,Home,,,0,1
30/10/2004,Northampton,Scarlets,25,3,Home,,,0,1
31/10/2004,Edinburgh,Dragons,13,17,Away,,,0,1
31/10/2004,Newcastle,Perpignan,19,14,Home,,,0,1
31/10/2004,Ospreys,Munster,18,20,Away,,,0,1
03/12/2004,Castres,Munster,19,12,Home,,,0,1
04/12/2004,Biarritz,Calvisano,41,10,Home,,,0,1
04/12/2004,Dragons,Perpignan,27,14,Home,,,0,1
04/12/2004,Gloucester,Cardiff Blues,23,19,Home,,,0,1
04/12/2004,Leinster,Bourgoin,92,17,Home,,,0,1
04/12/2004,Northampton,Toulouse,23,21,Home,,,0,1
04/12/2004,Stade Francais,Ulster,30,10,Home,,,0,1
04/12/2004,Treviso,Bath,29,23,Home,,,0,1
05/12/2004,Glasgow,Scarlets,26,29,Away,,,0,1
05/12/2004,Newcastle,Edinburgh,34,24,Home,,,0,1
05/12/2004,Ospreys,Harlequins,24,7,Home,,,0,1
05/12/2004,Wasps,Leicester,31,37,Away,,,0,1
10/12/2004,Bourgoin,Leinster,23,26,Away,,,0,1
11/12/2004,Bath,Treviso,47,7,Home,,,0,1
11/12/2004,Calvisano,Biarritz,17,48,Away,,,0,1
11/12/2004,Cardiff Blues,Gloucester,16,23,Away,,,0,1
11/12/2004,Edinburgh,Newcastle,10,13,Away,,,0,1
11/12/2004,Harlequins,Ospreys,19,46,Away,,,0,1
11/12/2004,Munster,Castres,36,8,Home,,,0,1
11/12/2004,Perpignan,Dragons,32,9,Home,,,0,1
11/12/2004,Toulouse,Northampton,25,12,Home,,,0,1
11/12/2004,Ulster,Stade Francais,18,10,Home,,,0,1
12/12/2004,Leicester,Wasps,35,27,Home,,,0,1
12/12/2004,Scarlets,Glasgow,38,22,Home,,,0,1
07/01/2005,Glasgow,Toulouse,10,30,Away,,,0,1
07/01/2005,Stade Francais,Cardiff Blues,35,16,Home,,,0,1
07/01/2005,Ulster,Gloucester,14,12,Home,,,0,1
08/01/2005,Bath,Leinster,23,27,Away,,,0,1
08/01/2005,Castres,Harlequins,58,13,Home,,,0,1
08/01/2005,Dragons,Edinburgh,48,5,Home,,,0,1
08/01/2005,Munster,Ospreys,20,10,Home,,,0,1
08/01/2005,Perpignan,Newcastle,33,12,Home,,,0,1
08/01/2005,Treviso,Bourgoin,40,29,Home,,,0,1
09/01/2005,Leicester,Biarritz,17,21,Away,,,0,1
09/01/2005,Scarlets,Northampton,20,22,Away,,,0,1
09/01/2005,Wasps,Calvisano,45,14,Home,,,0,1
14/01/2005,Northampton,Glasgow,33,23,Home,,,0,1
14/01/2005,Toulouse,Scarlets,53,36,Home,,,0,1
15/01/2005,Biarritz,Wasps,18,15,Home,,,0,1
15/01/2005,Bourgoin,Bath,17,23,Away,,,0,1
15/01/2005,Calvisano,Leicester,10,62,Away,,,0,1
15/01/2005,Harlequins,Munster,10,18,Away,,,0,1
15/01/2005,Leinster,Treviso,57,17,Home,,,0,1
15/01/2005,Ospreys,Castres,20,11,Home,,,0,1
16/01/2005,Cardiff Blues,Ulster,16,12,Home,,,0,1
16/01/2005,Edinburgh,Perpignan,40,17,Home,,,0,1
16/01/2005,Gloucester,Stade Francais,0,27,Away,,,0,1
16/01/2005,Newcastle,Dragons,25,17,Home,,,0,1
01/04/2005,Toulouse,Northampton,37,9,Home,,,0,1
02/04/2005,Leinster,Leicester,13,29,Away,,,0,1
02/04/2005,Stade Francais,Newcastle,48,8,Home,,,0,1
03/04/2005,Biarritz,Munster,19,10,Home,,,0,1
23/04/2005,Stade Francais,Biarritz,20,17,Home,,,0,1
24/04/2005,Leicester,Toulouse,19,27,Away,,,0,1
22/05/2005,Stade Francais,Toulouse,12,18,Away,,,0,1
21/10/2005,Bourgoin,Glasgow,16,3,Home,,,0,1
21/10/2005,Sale Sharks,Munster,27,13,Home,,,0,1
21/10/2005,Ulster,Treviso,27,0,Home,,,0,1
22/10/2005,Calvisano,Perpignan,6,25,Away,,,0,1
22/10/2005,Cardiff Blues,Leeds Tykes,40,13,Home,,,0,1
22/10/2005,Castres,Dragons,29,24,Home,,,0,1
22/10/2005,Leicester,Clermont Auvergne,57,23,Home,,,0,1
22/10/2005,Leinster,Bath,19,22,Away,,,0,1
22/10/2005,Toulouse,Scarlets,50,28,Home,,,0,1
23/10/2005,Edinburgh,Wasps,32,31,Home,,,0,1
23/10/2005,Ospreys,Stade Francais,13,8,Home,,,0,1
23/10/2005,Saracens,Biarritz,22,10,Home,,,0,1
28/10/2005,Dragons,Sale Sharks,11,38,Away,,,0,1
28/10/2005,Leeds Tykes,Calvisano,33,16,Home,,,0,1
28/10/2005,Perpignan,Cardiff Blues,37,14,Home,,,0,1
29/10/2005,Bath,Bourgoin,39,12,Home,,,0,1
29/10/2005,Biarritz,Ulster,33,19,Home,,,0,1
29/10/2005,Munster,Castres,42,16,Home,,,0,1
29/10/2005,Scarlets,Edinburgh,15,13,Home,,,0,1
29/10/2005,Stade Francais,Leicester,12,6,Home,,,0,1
29/10/2005,Treviso,Saracens,17,30,Away,,,0,1
30/10/2005,Clermont Auvergne,Ospreys,34,14,Home,,,0,1
30/10/2005,Glasgow,Leinster,20,33,Away,,,0,1
30/10/2005,Wasps,Toulouse,15,15,Draw,,,0,1
09/12/2005,Castres,Sale Sharks,16,20,Away,,,0,1
09/12/2005,Ulster,Saracens,19,10,Home,,,0,1
10/12/2005,Bath,Glasgow,31,26,Home,,,0,1
10/12/2005,Calvisano,Cardiff Blues,10,25,Away,,,0,1
10/12/2005,Clermont Auvergne,Stade Francais,12,16,Away,,,0,1
10/12/2005,Dragons,Munster,8,24,Away,,,0,1
10/12/2005,Edinburgh,Toulouse,13,20,Away,,,0,1
10/12/2005,Leinster,Bourgoin,53,7,Home,,,0,1
11/12/2005,Biarritz,Treviso,34,7,Home,,,0,1
11/12/2005,Leeds Tykes,Perpignan,21,20,Home,,,0,1
11/12/2005,Leicester,Ospreys,30,12,Home,,,0,1
11/12/2005,Scarlets,Wasps,21,13,Home,,,0,1
16/12/2005,Glasgow,Bath,10,29,Away,,,0,1
16/12/2005,Sale Sharks,Castres,35,3,Home,,,0,1
16/12/2005,Toulouse,Edinburgh,35,13,Home,,,0,1
17/12/2005,Bourgoin,Leinster,30,28,Home,,,0,1
17/12/2005,Cardiff Blues,Calvisano,43,16,Home,,,0,1
17/12/2005,Munster,Dragons,30,18,Home,,,0,1
17/12/2005,Perpignan,Leeds Tykes,12,8,Home,,,0,1
17/12/2005,Saracens,Ulster,18,10,Home,,,0,1
17/12/2005,Stade Francais,Clermont Auvergne,47,28,Home,,,0,1
17/12/2005,Treviso,Biarritz,24,38,Away,,,0,1
18/12/2005,Ospreys,Leicester,15,17,Away,,,0,1
18/12/2005,Wasps,Scarlets,48,14,Home,,,0,1
13/01/2006,Bourgoin,Bath,9,22,Away,,,0,1
13/01/2006,Castres,Munster,9,46,Away,,,0,1
13/01/2006,Ulster,Biarritz,8,24,Away,,,0,1
14/01/2006,Cardiff Blues,Perpignan,3,21,Away,,,0,1
14/01/2006,Edinburgh,Scarlets,33,32,Home,,,0,1
14/01/2006,Leinster,Glasgow,46,22,Home,,,0,1
14/01/2006,Ospreys,Clermont Auvergne,26,12,Home,,,0,1
14/01/2006,Toulouse,Wasps,19,13,Home,,,0,1
15/01/2006,Calvisano,Leeds Tykes,0,20,Away,,,0,1
15/01/2006,Leicester,Stade Francais,29,22,Home,,,0,1
15/01/2006,Sale Sharks,Dragons,30,10,Home,,,0,1
15/01/2006,Saracens,Treviso,35,30,Home,,,0,1
20/01/2006,Clermont Auvergne,Leicester,27,40,Away,,,0,1
20/01/2006,Stade Francais,Ospreys,43,10,Home,,,0,1
21/01/2006,Biarritz,Saracens,43,13,Home,,,0,1
21/01/2006,Dragons,Castres,28,17,Home,,,0,1
21/01/2006,Munster,Sale Sharks,31,9,Home,,,0,1
21/01/2006,Scarlets,Toulouse,42,49,Away,,,0,1
21/01/2006,Treviso,Ulster,26,43,Away,,,0,1
21/01/2006,Wasps,Edinburgh,53,17,Home,,,0,1
22/01/2006,Bath,Leinster,23,35,Away,,,0,1
22/01/2006,Glasgow,Bourgoin,50,35,Home,,,0,1
22/01/2006,Leeds Tykes,Cardiff Blues,48,3,Home,,,0,1
22/01/2006,Perpignan,Calvisano,45,0,Home,,,0,1
01/04/2006,Leicester,Bath,12,15,Away,,,0,1
01/04/2006,Munster,Perpignan,19,10,Home,,,0,1
01/04/2006,Toulouse,Leinster,35,41,Away,,,0,1
